rowid,sku,producto,proveedor,marca,precio_sin_iva,pmp_sin_iva,ganancia_moneda_nacional,margen_porcentaje,stock_total
19815,IPMEIHCS12CH,"PLATILLO MEINL 12 MOD. HCS-12CH",GONHER,MEINL,909.20690000,720.08000000,189.12690000,20.801304961500,5
90517,2082,"ANTIPOP PARA MICROFONO DUAL SUPERLUX",ENTRERPRICE,SUPERLUX,447.97414000,258.81650000,189.15764000,42.225124869931,2
34342,0991808003,"Fender Multi Stand 3 (FES)",FENDER,FENDER,971.69828000,782.28600000,189.41228000,19.492910906460,20
58660,WIRA2,"INSTRUMENTOS JP WIRA2",JP,JP,559.48276000,370.00000000,189.48276000,33.867488606798,6
79480,PHGS-BK,"ATRIL PARA GUITARRA COLO NEGRO PIG HOG",LEMUS,"PIG HOG",549.56897000,360.00000000,189.56897000,34.494118181381,1
18416,RAHEAHHEAD75,"PARCHE HEADLINER MOD. HHEAD7.5",GONHER,HEADLINER,890.46552000,700.82759000,189.63793000,21.296493321830,1
79856,M2-CEDRO,"MANDOLINA CERRO GRANDE CEDRO","CERRO GRANDE","CERRO GRANDE",1426.62069000,1236.66666667,189.95402333,13.314963442034,9
82777,FRRF019,"CORREA PARA FUELLE 3012 FARINELLI",LEMUS,FARINELLI,496.29310000,306.00000000,190.29310000,38.342886491873,2
19733,IPMEITMT1RED,"PANDERO MEINL MOD. TMT1",GONHER,MEINL,905.23276000,714.87000000,190.36276000,21.029150557918,1
86641,0081152000,"SWITCH FENDER 3 WAY LS-3LQ KR (REF)",FENDER,FENDER,262.06897000,71.70000000,190.36897000,72.640789941671,1
19892,IPMEIHCS16C,"PLATILLO MEINL 16 MOD. HCS-16C crash",GONHER,MEINL,1325.71552000,1135.31636364,190.39915636,14.361991957370,11
82406,MLD-2RD,"MELODICA 32 TECLAS CON NOTAS BOLSA DE TE ROJA ROMMS",MEXBUSA,ROMMS,426.81034000,236.30000000,190.51034000,44.635830519008,10
20626,IPNEWNBS1455,"TAROLA NEW BEAT P/BATERIA NBS-1455",GONHER,"NEW BEAT",1113.37069000,922.01944800,191.35124200,17.186660626031,5
31320,7502226563152,"M09 NEGRA",ESPAÑOLA,ESPAÑOLA,705.25862000,513.81000000,191.44862000,27.145874516216,4
82909,MLD-1BK,"MELODICA 32 TECLAS CON NOTAS ESTUCHE RIG ROMMS",MEXBUSA,ROMMS,490.80172000,299.30000000,191.50172000,39.018143620198,7
45119,FPLAT-D-1200-III,"FUNDA ARNOLDI PLATILLOS DOBLE",ARNOLDI,ARNOLDI,521.55172000,330.00000000,191.55172000,36.727272225274,3
87057,RK183WS,"PARA VIENTOS SHURE DE GOMAESPMA COMPATIBLE BETA98, MX183, MX184, MX185",REPRESENTACIONES,SHURE,556.10345000,364.50000000,191.60345000,34.454641488018,1
79787,ISFLITUS35WHI,"UKULELE FLIGHT SOPRANO MOD. TUS35",GONHER,FLIGHT,912.11207000,720.43500000,191.67707000,21.014640229462,2
88028,VANUXNTU3PNK,"AFINADOR NUX ELECTRONICO NTU-3",GONHER,NUX,912.47414000,720.72126667,191.75287333,21.014609063880,3
80350,0990690006,"FENDER STRAP LOCKS WITH BUTTONS (ACC)",FENDER,FENDER,430.25862000,237.92000000,192.33862000,44.703025357168,1
30773,VABEHDI600P,"CAJA DIRECTA BEHRINGER MOD. DI600P",INOVAUDIO,BEHRINGER,879.31034000,686.64000000,192.67034000,21.911528983044,2
63608,PGA48-XLR,"SHURE MICROFONO VOCAL DINA C/CABLE CANON",REPRESENTACIONES,SHURE,841.32759000,648.20000000,193.12759000,22.955100046107,16
82213,VAGATGMIXE0909,"FUNDA GATOR P/MEZCLADORA G-MIXERBAG-0909",AUDYSON,GATOR,756.56034000,563.37034500,193.18999500,25.535305617527,2
34357,0991832003,"FENDER Amp Stand Large 3.65x21.00x22.00 IN (FES)",FENDER,FENDER,837.22414000,644.02555556,193.19858444,23.076088613498,9
80205,SK100-KD,"ATRIL P/TECLADO TUBO SENCILLO PLEGABLE STRUKTURE",LEMUS,STRUKTURE,554.74138000,361.25000000,193.49138000,34.879564960523,40
18016,RAEVATT15HBG,"PARCHE EVANS 15      MOD. TT15HBG  *1PZA",GONHER,EVANS,650.71552000,456.98000000,193.73552000,29.772690837311,1
80694,ISFLITUSMARTY,"UKULELE FLIGHT SOPRANO MOD. TUS-MARTY",GONHER,FLIGHT,667.87069000,474.12069000,193.75000000,29.010106731888,1
7077,M45,"ENC. BAJO ELEC. LA BELLA H.ROCKIN STEEL",VEERKAMP,"LA BELLA",193.96552000,0.00000000,193.96552000,100.000000000000,4
89918,PA-600,"TECLADO PA-600 LATIN KEYBOARD",YWAII,"LATIN KEYBOARD",2693.96552000,2500.00000000,193.96552000,7.200000095027,1
91551,M45B,"ENC. LA BELLA PARA BAJO HARD ROCKIN STEEL",VEERKAMP,"LA BELLA",193.97000000,0.00000000,193.97000000,100.000000000000,4
29522,TC1-ROJO,"TERCEROLA CERRO GRANDE ROJA SOMB NEGRA","CERRO GRANDE","CERRO GRANDE",813.97414000,620.00000000,193.97414000,23.830504001024,18
88854,SV100X2,"PAQUETE 2 MICRÓFONOS SHURE SV100 PARA VOZ PAR",REPRESENTACIONES,SHURE,1043.44828000,848.78571429,194.66256571,18.655698556521,14
7677,3102920,"PARCHE REMO WKING DIPLOMAT 8 TRANSP. BD-0308-00",VEERKAMP,REMO,431.17241000,236.48000000,194.69241000,45.154190176500,1
80162,PHLIL6BK,"CABLE PARA PARCHEO 15.4cm PAQ CON 3 PZAS PIG HOG",LEMUS,"PIG HOG",509.48276000,314.50000000,194.98276000,38.270727747490,5
18150,RAFISPRONEOD01,"PASTILLA FISHMAN P/GUITARRA PRO-NEO-D01",GONHER,FISHMAN,1242.55172000,1047.13428571,195.41743429,15.727106658385,7
81478,IABEHB906,"MICROFONO BEHRINGER MOD. B 906",INOVAUDIO,BEHRINGER,887.93103000,692.16500000,195.76603000,22.047436499657,2
89130,2266,"DRUM-PAD- COLORS-12 PRACTICADOR 4 EN 1 DE 12 MARCA OZIMAR: SIMULA TAROLA, TOM DE AIRE, TOM DE PISO Y PLATILLOS",ENTRERPRICE,OZIMAR,463.53448000,267.60000000,195.93448000,42.269666757045,5
87233,980448,"KRIEG SAX-332 MIC. SAXOFON PARA KD-332",SENSEY,KRIEG,1023.36207000,827.15550000,196.20657000,19.172742057950,1
18074,RAEVABD22G1,"PARCHE EVANS 22      MOD. BD22G1",GONHER,EVANS,858.31897000,661.90666667,196.41230333,22.883369725593,3
89272,RALEVM17BDSBAC,"TAHALI LEVYS P/GUITARRA MOD. M17BDS",AUDYSON,LEVYS,973.11207000,776.69000000,196.42207000,20.184938205524,1
76417,GUIRO,"GUIRO DE GUAJE",VICTORICO,VICTORICO,346.55172414,150.00000000,196.55172414,56.716417910706,1
69190,EXPL003,"PEDAL P/ BATERIA REFORZADO C/ BRACKET Y CENCERRO 7P EXTREME",LEMUS,EXTREME,982.83621000,786.25000000,196.58621000,20.001929924824,1
82816,7502226565941,"CONM-LG NIRVANA",ESPAÑOLA,ESPAÑOLA,1055.31034000,858.62000000,196.69034000,18.638151503377,2
87069,GAPX600OVS,"GUITARRA YAMAHA ELECTROACUSTICA SERIE",YAMAHA,YAMAHA,5146.32759000,4949.12000000,197.20759000,3.832006154898,1
29529,TC1-VINO-AVE,"TERCEROLA CERRO GRANDE VINO TAPA AVE","CERRO GRANDE","CERRO GRANDE",817.22414000,620.00000000,197.22414000,24.133420728370,17
7688,3102936,"PARCHE REMO CLEAR POWERSTROKE3 22 P3-1322-C2",VEERKAMP,REMO,1072.52586000,875.26000000,197.26586000,18.392643698120,5
17032,VABLSFS11,"PEDAL BLACKSTAR P/AMPLIFICADOR FS-11",GONHER,BLACKSTAR,922.34483000,725.00000000,197.34483000,21.395992429426,1
22837,RAUNOUPG2CTF20,"PARCHE UNO (JGO.)  MOD. UPG2CTF20",GONHER,UNO,917.17241000,719.42000000,197.75241000,21.561094494764,1
81472,CPUK042,"NUEVO UKULELE SOPRANO AZUL MARINO CON FUNDA COPACABANA",LEMUS,COPACABANA,579.56897000,381.80000000,197.76897000,34.123457299655,5
28063,EXAT006,"ATRIL P/ BONGOS CROMADO BGS-21B EXTREME",LEMUS,EXTREME,586.59483000,388.66666667,197.92816333,33.741886768760,3
28407,DCB-85B-P,"CENCERRO 8-1/2 21.59cm NEGRO DM MASTER DRUM",LEMUS,"DRUM MASTER",295.75000000,97.75000000,198.00000000,66.948436179205,11
17999,RAEVATT14G1,"PARCHE EVANS 14      MOD. TT14G1   *1PZA",GONHER,EVANS,549.95690000,351.94000000,198.01690000,36.005894280079,2
59928,BMPAS3C//02,"BOQ. YAMAHA P/ SAXOFON ALTO",YAMAHA,YAMAHA,814.53448000,616.00000000,198.53448000,24.373981074441,3
87777,RABEHGMX300,"CABLE BEHRINGER MOD. GMX-300",INOVAUDIO,BEHRINGER,827.32759000,628.55172000,198.77587000,24.026259054167,1
89187,44-354,"DESCATALOGADO 2026  / CM BABY WASH 7X10W RGBW ALIEN PRO","QUALITY LIGHTS","ALIEN PRO",909.57759000,710.77720000,198.80039000,21.856342129098,2
7958,3520052,"CENCERRO LP NEW YORK C/SOP. LP20NY-K",VEERKAMP,LP,960.63793000,761.66000000,198.97793000,20.713103635206,1
22835,RAUNOUPG2CLF22,"PARCHE UNO (JGO.) MOD. UPG2CLF22",GONHER,UNO,924.41379000,725.27000000,199.14379000,21.542710867608,1
89827,PGA81-XLR,"SHURE MICROFONO PGA81-XLR CONDENSADOR PARA INSTRUMENTO",REPRESENTACIONES,SHURE,2428.71552000,2229.50833333,199.20718667,8.202162214124,3
8223,3630489,"ATRIL POWERBEAT TAROLA SST-347",VEERKAMP,"POWER BEAT",589.14655000,389.62000000,199.52655000,33.867048869250,1
63312,EXRD002,"REDOBA BLOCK ROJA GRANDE DE PLASTICO EXTREME",LEMUS,EXTREME,331.89655000,131.75000000,200.14655000,60.303895897683,16
28889,EXPL006,"PEDAL CONTRATIEMPO C/ EXTENSION P/ JAULA DE BATERIA EXTREME",LEMUS,EXTREME,1135.29310000,935.00000000,200.29310000,17.642413223510,1
87753,VABEHMO240,"AUDIFONOS BEHRINGER MOD. MO240",INOVAUDIO,BEHRINGER,972.87069000,772.48276000,200.38793000,20.597591443525,2
86818,0990825202,"CABLE FENDER 15CM BLOCKCHAIN PATCH",FENDER,FENDER,1036.70690000,836.15000000,200.55690000,19.345573951519,4
83773,RAMEICA5BK,"CABASA MEINL MOD. CA-5BK",GONHER,MEINL,958.68966000,758.08000000,200.60966000,20.925401448473,3
31330,7502226563282,"M9E VINO MATE",ESPAÑOLA,ESPAÑOLA,905.17241000,704.31100000,200.86141000,22.190403483465,25
31311,7502226563091,"M9E MARRON T.A. MATE (TAPA AMARILLA)",ESPAÑOLA,ESPAÑOLA,905.17241000,704.31100000,200.86141000,22.190403483465,20
31314,7502226563305,"M9E MARRON T.K. MATE",ESPAÑOLA,ESPAÑOLA,905.17241000,704.31091976,200.86149024,22.190412348074,26
88940,SPSRE283SET,"SET TECLADO DIGITAL SPSRE283SET",YAMAHA,YAMAHA,2818.96552000,2618.10000000,200.86552000,7.125504678042,83
91419,417,"SD218 BASE MICROFONO BOOM DLUXE SOUNKING",ENTRERPRICE,SOUNDKING,719.23276000,517.45000000,201.78276000,28.055279350735,6
81477,CPUK058,"NUEVO UKULELE SOPRANO ELECTROACUSTICO MAD CAOBA C/FUNDA COPACABANA",LEMUS,COPACABANA,1290.31897000,1088.52777778,201.79119222,15.638861158493,9
79922,"1-EAC NEGRO","GUI CLASSIC MAP NEGRO CAJA Y BRAZO ANGC/CU C/FUN",CLASSIC,CLASSIC,1280.11207000,1078.25000000,201.86207000,15.769093560691,3
88448,E-X10,"TECLADO ARRANGER61 TECLAS E-X10",ROLAND,ROLAND,2326.72414000,2124.85000000,201.87414000,8.676324645860,117
29525,TC1-MORADO,"TERCEROLA CERRO GRANDE MORADA SOMB NEGRA","CERRO GRANDE","CERRO GRANDE",822.02586000,620.00000000,202.02586000,24.576582055460,14
90979,STARLIGHT100,"ESTROBO 100W, 250 LEDS 5050 RGB 8 SEGMENTOS + 56 LEDS ALIEN PRO","QUALITY LIGHTS","ALIEN PRO",835.62069000,633.35790000,202.26279000,24.205095974826,10
91000,5226L10,"CABLE MICROF. BAJA IMP XLR/XLR, CL 10M SOLCOR",Solcor,SOLCOR,440.71552000,238.42000000,202.29552000,45.901610181552,2
8007,3600778,"ASIENTO POWERBEAT BAT.(TR-735)",VEERKAMP,"POWER BEAT",957.47414000,755.00000000,202.47414000,21.146695408400,1
89273,RALEVM17BDSBRO,"TAHALI LEVYS P/GUITARRA MOD. M17BDS",AUDYSON,LEVYS,979.23276000,776.69000000,202.54276000,20.683821893377,1
81474,CPUK044,"NUEVO UKULELE SOPRANO ROSA CON FUNDA COPACABANA",LEMUS,COPACABANA,611.00000000,408.25000000,202.75000000,33.183306055646,4
18125,RAEVAEC1100,"PARCHE EVANS P/CONGA MOD. EC1100",GONHER,EVANS,1283.20690000,1080.33000000,202.87690000,15.810147217880,2
89475,0378271505,"AFF TELE THIN LRL BPG OWT SQUIER",FENDER,SQUIER,4854.17241000,4651.27000000,202.90241000,4.179958865532,2
83886,VAHERDG107B,"SOPORTE HERCULES P/MICROFONO DG107B",GONHER,HERCULES,1037.06897000,833.98000000,203.08897000,19.582976241204,1
31331,7502226563237,"M9E VINO SOMB",ESPAÑOLA,ESPAÑOLA,905.17241000,701.53124242,203.64116758,22.497500512637,33
17928,RAEVATT12EC2S,"PARCHE EVANS 12 MOD. TT12EC2S *1PZA",GONHER,EVANS,558.21552000,354.40000000,203.81552000,36.511976592840,2
90613,LAVGO,"MICRÓFONO DE SOLAPA PROFESIONAL RODE CON CONECTOR TRS DE 3,5 MM","ELIZONDO MUSIC",RODE,1079.10345000,875.00000000,204.10345000,18.914168979814,2
60105,CAL-TAMI,"TAMBOR INFANTIL VASO ACERO AROS DE PLASTICO",CALDERON,CALDERON,864.55172000,660.00000000,204.55172000,23.659859238959,13
79919,"1-EA NEGRO","GUITARRA CLASSIC MAPLE NEGRO CAJA ANGOSTA CON FUNDA",CLASSIC,CLASSIC,884.48276000,679.00000000,205.48276000,23.231968930632,1
7505,3102291,"PARCHE REMO PINSTRIPE 24 HIDR.TRANSP MOD. PS-1324-00",VEERKAMP,REMO,937.37069000,731.85000000,205.52069000,21.925231095075,2
19847,IPMEIHCS14C,"PLATILLO MEINL 14 MOD. HCS-14C",GONHER,MEINL,1115.06034000,909.23000000,205.83034000,18.459121234641,3
29076,EXTM003,"TAMBORA DE MARCHA BLANCA 24X12 8 LUGS C/ ARNES EXTREME",LEMUS,EXTREME,1660.06034000,1453.50000000,206.56034000,12.442941682469,1
81062,IPHEAHTMT2BK,"PANDERO HEADLINER MOD. HTMT2BK",GONHER,HEADLINER,872.44828000,665.79310000,206.65518000,23.686811555179,1
90566,680,"BASE PARA BOCINA SENCILLA SOUNDKING",ENTRERPRICE,SOUNDKING,700.00000000,493.16000000,206.84000000,29.548571428571,1
91020,981758,"QMC-L4 BALL, ESFERA CEILING SPEAKER, 70/100V",SENSEY,QMC,750.00000000,543.10500000,206.89500000,27.586000000000,4
34864,0994924000,"PICKGUARD SCREWS (GOLD-24) (REF)",FENDER,FENDER,442.24138000,235.16000000,207.08138000,46.825419186237,1
19703,IPMEICTA2MBK,"PANDERO MEINL MOD. CTA2M-BK",GONHER,MEINL,992.63793000,785.52000000,207.11793000,20.865405576432,1
63311,EXRD001,"REDOBA BLOCK AZUL MEDIANA DE PLASTICO EXTREME",LEMUS,EXTREME,312.06897000,104.89772727,207.17124273,66.386364120085,22
33940,0739050403,"9050L .045/.060/.080/.100 Fender USA Bass Strings - Super 9050s: Stainless Steel Flatwound [34]",FENDER,FENDER,691.37931000,483.85000000,207.52931000,30.016708194522,12
88004,STHI16,"PARCHE STELLAR BY COREELO HIDRAULICO 16",BRAVO,COREELO,256.89660000,49.32000000,207.57660000,80.801614346005,4
8154,3616062,"SORDINAS REMO MUFF'L 13 BCO/NGO. MOD. MF-1013-00",VEERKAMP,REMO,522.00862000,314.40666667,207.60195333,39.769832408131,3
18083,RAEVABD22HB,"PARCHE EVANS 22 MOD. BD22HB",GONHER,EVANS,973.48276000,765.79875000,207.68401000,21.334123061409,8
34380,0990701049,"BLUES FENDER DELUXS 7 PACK W/CASE (ACC)",FENDER,FENDER,1034.92241000,827.19666667,207.72574333,20.071624821613,3
89756,3102217,"PARCHE REMO ''ENCORE'' 22'' CLEAR CONTROLLED SOUND",VEERKAMP,REMO,496.62931000,288.77000000,207.85931000,41.854015825204,4
17831,RAEVAERSTAND,"ARO EVANS P/TAMBOR (JGO.) ER-STANDARD",GONHER,EVANS,418.67241000,210.50000000,208.17241000,49.722027300533,2
28355,BRCLS,"CAÑA P/ CLARINETE SINTETICA No 2 SOFT BARI",LEMUS,SENSITIVE,457.81897000,249.50000000,208.31897000,45.502476666705,2
17849,RAEVADATK,"LLAVE EVANS P/BATERIA DATK",GONHER,EVANS,873.62069000,665.16400000,208.45669000,23.861235475089,5
89654,0992018005,"SPA BUNDLE PACK - WHT CBL, TUNER, STRAP FENDER",FENDER,FENDER,491.37931000,282.90000000,208.47931000,42.427368380651,4
86780,0994405000,"PRE-SLOTTED BONE NUT GUITAR (REF)",FENDER,FENDER,434.48276000,225.76000000,208.72276000,48.039365244319,3
31693,FUNDA-ACORDEON-3112,"FUNDA PARA ACORDEON",OTROS,OTROS,509.07759000,300.00000000,209.07759000,41.069886812342,20
77307,RAEVABD22HR,"PARCHE EVANS 22 MOD. BD22HR",GONHER,EVANS,968.50000000,759.39000000,209.11000000,21.591120289107,2
89298,VANUXMCRDXMKII,"PEDAL NUX MOD. METAL CORE DELUXE MKII",GONHER,NUX,1213.01724000,1003.86207000,209.15517000,17.242555431446,3
59931,BMPAS6C__02,"BOQ. YAMAHA P/ SAXOFON ALTO",YAMAHA,YAMAHA,800.86210000,591.36000000,209.50210000,26.159572290910,9
90608,NTUSB,"MICRÓFONO USB PROFESIONAL RODE","ELIZONDO MUSIC",RODE,2760.16379000,2550.45000000,209.71379000,7.597874834812,3
17972,RAEVAB14G1,"PARCHE EVANS 14      MOD. B14G1    *1PZA",GONHER,EVANS,561.67241000,351.94000000,209.73241000,37.340700071061,4
80757,VAHERGS415BPLU,"SOPORTE HERCULES P/GUITARRA GS415B PLUS",GONHER,HERCULES,820.25862000,610.50000000,209.75862000,25.572254272683,7
8053,3601117,"BAQ. PROMARK 7A HICKORY PUNTA MAD. TX7AW",VEERKAMP,PROMARK,474.45690000,264.66666667,209.79023333,44.216921142890,3
7642,3102815,"PARCHE REMO SKYNDEEP BONGO LP 8 M6-S800-S4-SD003",VEERKAMP,REMO,801.40517000,591.56000000,209.84517000,26.184653887371,1
77468,1-ENBR,"GUIT. CLASSIC ECONOMICA NEGRO BRILLO TAPA ROJA",CLASSIC,CLASSIC,899.33621000,689.00000000,210.33621000,23.387939644952,1
18090,RAEVABD22REMAD,"PARCHE EVANS 22 MOD. BD22REMAD",GONHER,EVANS,1205.82759000,995.29333333,210.53425667,17.459731259757,6
29503,CL1-AZUL,"GUITARRA CERRO GRANDE AZUL SOMB NEGRA","CERRO GRANDE","CERRO GRANDE",830.64655000,620.00000000,210.64655000,25.359348088546,19
69556,PRES002,"ESTUCHE P/ VIOLIN 1/2 HULE ESPUMA PEARL RIVER",LEMUS,"PEARL RIVER",500.86206897,290.00000000,210.86206897,42.099827883479,1
8129,3612309,"BAQ. PROMARK 5B HICKORY PUNTA NY TX5BN",VEERKAMP,PROMARK,494.54310000,283.65000000,210.89310000,42.644028397121,1
65483,3619659,"LLAVES BAT. POWERBEAT MOD. DKY-28/BG(10)",VEERKAMP,"POWER BEAT",228.80172000,17.86700000,210.93472000,92.191055207102,3
9739,FS-6,"PEDAL BOSS DUAL FOOT SWITCH FS-6",ROLAND,BOSS,1414.72414000,1203.31666667,211.40747333,14.943370750004,3
63609,PGA58-XLR,"SHURE MICROFONO VOCAL DINA C/CABLE CANON",REPRESENTACIONES,SHURE,1201.42241000,989.53511905,211.88729095,17.636369122664,21
89011,RAHERGSP39WPLX3,"SOPORTE PARA GUITARRA HERCULES GSP39WB PLUS 3 PIEZAS",GONHER,HERCULES,1018.08621000,806.10000000,211.98621000,20.822029403581,5
81940,3820026,"FUNDA TAMA POWERPAD DESIGNER PARA TAROLA 6.5 X 14, VINO",VEERKAMP,TAMA,938.31034000,726.21000000,212.10034000,22.604497782685,1
91040,981375,"MIPRO, ACT-580T, 5.8GHZ, BODY RECARGABLE",SENSEY,MIPRO,3152.34483000,2940.08850000,212.25633000,6.733283997995,2
79970,ISFLITUS35PACKBLU,"UKULELE FLIGHT SOPRANO MOD. TUS35 PACK",GONHER,FLIGHT,1009.14655000,796.76724000,212.37931000,21.045437850429,1
28653,PML,"FUNDA PROTECTORA DE BOQUILLA GRANDE BG FRANCE",LEMUS,"BG FRANCE",396.55172414,184.00000000,212.55172414,53.600000000242,1
88847,55-161,"2026 DESCATALOGADO HI POWER BAR ALIEN PRO","QUALITY LIGHTS","ALIEN PRO",881.52586000,668.97020000,212.55566000,24.112243286884,1
86785,0048649049,"NUT, TOP, AM ST J BASS, SLOTTED (2) (REF)",FENDER,FENDER,409.48276000,196.47000000,213.01276000,52.019958056354,3
82678,"IRIG MIC LAV","MICROFONO LAVALIER IKMUL",HERMES,"SIN MARCA",1068.06034000,855.04750000,213.01284000,19.943895679152,11
28936,IABEHP1,"AMPLIFICADOR BEHRINGER P/AUDIF. P1",INOVAUDIO,BEHRINGER,1135.41379000,921.75000000,213.66379000,18.818142943288,2
58661,WIRA3,"INSTRUMENTOS JP WIRA3",JP,JP,602.58621000,388.88888889,213.69732111,35.463360688257,9
90660,19052X2,"JUEGO DE CUERDAS ELEC. ELIXIR OPTIWEB LIGHT .010 - .046 (PAQ. 2)","ELIXIR STRINGS",ELIXIR,957.50000000,743.10345000,214.39655000,22.391284595300,1
29509,CL1-VINO-AVE,"GUITARRA CERRO GRANDE VINO TAPA AVE","CERRO GRANDE","CERRO GRANDE",835.22414000,620.00000000,215.22414000,25.768429059055,15
88857,SV200X2,"PAQUETE 2 MICRÓFONOS SHURE SV200X2 PARA VOZ",REPRESENTACIONES,SHURE,1087.33621000,872.10000000,215.23621000,19.794816729225,9
89274,RALEVM17BDSDRB,"TAHALI LEVYS P/GUITARRA MOD. M17BDS",AUDYSON,LEVYS,1035.23276000,819.95000000,215.28276000,20.795589969545,1
30993,VABEHHB01,"PEDAL BEHRINGER HB01 WAH HELLBABE",INOVAUDIO,BEHRINGER,1081.89655000,866.60000000,215.29655000,19.899920191076,1
20355,RANEWSP1442,"ENTORCHADO NEW BEAT SP-1442",GONHER,"NEW BEAT",415.06034000,199.53000000,215.53034000,51.927471557509,3
82919,RAPWAPWCT12W,"AFINADOR PLANET WAVE MOD. PW-CT-12W",GONHER,"PLANET WAVE",557.07759000,341.49000000,215.58759000,38.699741987467,2
87607,U-23-ROSES-S,"UKELELE CONCIERTO SAPELE ROSES BAMBOO INCLUYE FUNDA",BAMBOO,BAMBOO,1022.32759000,806.40136886,215.92622114,21.121040188302,6
87054,U-23-TRIBAL,"UKELELE CONCIERTO SAPELE TRIBAL BAMBOO INCLUYE FUNDA",BAMBOO,BAMBOO,1022.32759000,806.40001800,215.92757200,21.121172324030,2
29501,CL1-NEGRO,"GUITARRA CERRO GRANDE CAJA Y TAPA NEGRA","CERRO GRANDE","CERRO GRANDE",836.62931000,620.00000000,216.62931000,25.893105514078,21
29516,CL1-BLANCO,"GUITARRA CERRO GRANDE CAJA Y TAPA BLANCA","CERRO GRANDE","CERRO GRANDE",836.62931000,620.00000000,216.62931000,25.893105514078,10
29511,CL1-VETEADA-AVE,"GUITARRA CERRO GRANDE RAYADA TAPA AVE","CERRO GRANDE","CERRO GRANDE",836.62931000,620.00000000,216.62931000,25.893105514078,9
83518,RAEVAETPCHRF,"PARCHE EVANS (JGO.) MOD. ETP-CHR-F",GONHER,EVANS,1165.48276000,948.80819000,216.67457000,18.590971693138,4
90908,9200781,"CUADERNO PROFESIONAL PAUTADO ''VINCENT BACH'', 48 HOJAS",VEERKAMP,"VINCENT BACH",290.51724000,73.73000000,216.78724000,74.621127475946,6
90561,670,"BANCO PARA PIANISTA SOUNDKING",ENTRERPRICE,SOUNDKING,512.93103000,295.81142857,217.11960143,42.329199976457,28
90657,19002X2,"JUEGO DE CUERDAS ELEC. ELIXIR OPTIWEB SUPER LIGHT .009 - .042 (PAQ. 2)","ELIXIR STRINGS",ELIXIR,960.29310000,743.10345000,217.18965000,22.617016617114,1
19822,IPMEIBCS13H,"PLATILLO MEINL 13 MOD. BCS-13H",GONHER,MEINL,1595.35345000,1378.13666667,217.21678333,13.615589907678,6
7835,3220016,"REDOBA LP PLAS. TONO ALTO AZUL C/SOP. LP1205",VEERKAMP,LP,1061.12931000,843.80000000,217.32931000,20.480944966076,4
34830,0990812000,"LSR ROLLER NUT (008-056) (REF)",FENDER,FENDER,1046.14655000,828.78000000,217.36655000,20.777829836556,2
87312,GUITARLELE,"GUITARLELE SAPELE 30 BAMBOO INCLUYE FUNDA ACOLCHONADA",BAMBOO,BAMBOO,1547.64655000,1330.20081262,217.44573738,14.050090272873,2
82378,0990918299,"CABLE FENDER 18.6¨ REINBOW",FENDER,FENDER,544.36207000,326.89000000,217.47207000,39.949894010801,2
18503,VAHERDS543BB,"SOPORTE HERCULES P/CLARINETE DS-543BB",GONHER,HERCULES,630.05172000,411.66000000,218.39172000,34.662506754207,1
82171,VAGATGM1WEVAA,"ESTUCHE GATOR P/MICROFONO GM-1WEVAA",AUDYSON,GATOR,1263.14655000,1044.45000000,218.69655000,17.313632373061,1
29531,TC1-VETEADA-AVE,"TERCEROLA CERRO GRANDE RAYADA TAPA AVE","CERRO GRANDE","CERRO GRANDE",838.87069000,620.00000000,218.87069000,26.091111849432,8
43652,16002,"JUEGO CUERDAS ELIXIR BRONZE .010-.047 GUITARRA ELECTRO/ACUSTICA","ELIXIR STRINGS",ELIXIR,454.77586000,234.95690000,219.81896000,48.335670235443,7
81443,IATCEGOGUITAR,"INTERFAZ T.C. MOD. GO GUITAR",INOVAUDIO,"TC ELECTRONIC",572.17241000,352.21327500,219.95913500,38.442806950443,2
18070,RAEVABD22EMAD2,"PARCHE EVANS 22 MOD. BD22EMAD2",GONHER,EVANS,1269.42241000,1049.09000000,220.33241000,17.356902498673,4
8311,TGS-18AS,"EFECTO SHAKER TOCA GRAPHIX GLOBE, PLAS.",VEERKAMP,TOCA,405.17241379,184.50400000,220.66841379,54.462842552843,2
81473,CPUK043,"NUEVO UKULELE SOPRANO AMARILLO CON FUNDA COPACABANA",LEMUS,COPACABANA,602.58621000,381.80000000,220.78621000,36.639771427892,10
81470,CPUK039,"NUEVO UKULELE SOPRANO CAFE CON FUNDA COPACABANA",LEMUS,COPACABANA,612.12931000,391.00000000,221.12931000,36.124607397087,3
18598,VAHERDS420B,"SOPORTE HERCULES P/TROMBON DS-420B",GONHER,HERCULES,1057.12931000,835.56000000,221.56931000,20.959527647568,7
19732,IPMEITMT1BLK,"PANDERO MEINL MOD. TMT1",GONHER,MEINL,1052.34483000,830.36000000,221.98483000,21.094305181316,2
7672,3102915,"PARCHE REMO COATED POWERSTROKE 3, 24 MPD. P3-1124-C2",VEERKAMP,REMO,1111.31034000,889.29000000,222.02034000,19.978248380196,1
80145,1-EACNBR,"GUIT MAPLE CURVA NEGRO BRILLO TAPA ROJA CON FUNDA CLASSIC",CLASSIC,CLASSIC,961.18966000,739.00000000,222.18966000,23.116110092154,1
